time,cpu%,mem%
20200923-174629,220.7,0.691983840354
20200923-174630,167.8,0.691983840354
20200923-174631,197.8,0.691983840354
20200923-174632,184.8,0.691983840354
20200923-174633,91.7,0.691983840354
20200923-174634,34.9,0.691983840354
20200923-174635,102.8,0.691983840354
20200923-174636,134.9,0.691983840354
20200923-174637,24.0,0.691983840354
20200923-174638,138.9,0.691983840354
20200923-174639,249.7,0.691983840354
20200923-174640,222.7,0.691983840354
20200923-174641,11.0,0.691983840354
20200923-174642,121.8,0.691983840354
20200923-174643,48.0,0.691983840354
20200923-174644,188.7,0.691983840354
20200923-174645,218.9,0.691983840354
20200923-174646,206.7,0.691983840354
20200923-174647,224.7,0.691983840354
20200923-174648,210.7,0.691983840354
20200923-174649,69.9,0.691983840354
20200923-174650,122.8,0.691983840354
20200923-174651,243.8,0.691983840354
20200923-174652,245.7,0.691983840354
20200923-174653,82.9,0.691983840354
20200923-174654,143.8,0.691983840354
20200923-174655,274.7,0.691983840354
20200923-174656,235.7,0.691983840354
20200923-174657,35.0,0.691983840354
20200923-174658,68.9,0.691983840354
20200923-174659,60.9,0.691983840354
20200923-174700,111.8,0.691983840354
20200923-174701,72.9,0.691983840354
20200923-174702,8.0,0.691983840354
20200923-174703,98.9,0.691983840354
20200923-174704,182.7,0.691983840354
20200923-174705,156.9,0.691983840354
20200923-174706,105.9,0.691983840354
20200923-174707,96.9,0.691983840354
20200923-174708,110.9,0.691983840354
20200923-174709,62.9,0.691983840354
20200923-174710,69.0,0.691983840354
20200923-174711,9.0,0.691983840354
20200923-174712,48.9,0.691983840354
20200923-174713,8.0,0.691983840354
20200923-174714,157.7,0.691983840354
20200923-174715,134.9,0.691983840354
20200923-174716,51.9,0.691983840354
20200923-174717,100.8,0.691983840354
20200923-174718,129.8,0.691983840354
20200923-174719,208.8,0.691983840354
20200923-174720,185.7,0.691983840354
20200923-174721,193.7,0.691983840354
20200923-174722,134.9,0.691983840354
20200923-174723,70.9,0.691983840354
20200923-174724,123.8,0.691983840354
20200923-174725,174.8,0.691983840354
20200923-174726,171.8,0.691983840354
20200923-174727,224.8,0.691983840354
20200923-174729,205.6,0.691983840354
20200923-174730,237.7,0.691983840354
20200923-174731,226.6,0.691983840354
20200923-174732,217.8,0.691983840354
20200923-174733,210.7,0.691983840354
20200923-174734,255.7,0.691983840354
20200923-174735,222.8,0.691983840354
20200923-174736,200.9,0.691983840354
20200923-174737,229.7,0.691983840354
20200923-174738,261.6,0.691983840354
20200923-174739,251.7,0.691983840354
20200923-174740,158.8,0.691983840354
20200923-174741,225.6,0.691983840354
20200923-174742,237.8,0.691983840354
20200923-174743,199.7,0.691983840354
20200923-174744,176.8,0.691983840354
20200923-174745,184.8,0.691983840354
20200923-174746,213.7,0.691983840354
20200923-174747,223.7,0.691983840354
20200923-174748,102.9,0.691983840354
20200923-174749,100.9,0.691983840354
20200923-174750,261.7,0.691983840354
20200923-174751,222.7,0.691983840354
20200923-174752,118.9,0.691983840354
20200923-174753,77.9,0.691983840354
20200923-174754,236.7,0.691983840354
20200923-174755,257.7,0.691983840354
20200923-174756,243.7,0.691983840354
20200923-174757,231.6,0.691983840354
20200923-174758,17.0,0.691983840354
20200923-174759,67.8,0.691983840354
20200923-174800,106.8,0.691983840354
20200923-174801,131.8,0.691983840354
20200923-174802,219.6,0.691983840354
20200923-174803,99.9,0.691983840354
20200923-174804,204.7,0.691983840354
20200923-174805,182.8,0.691983840354
20200923-174806,188.8,0.691983840354
20200923-174807,164.8,0.691983840354
20200923-174808,103.9,0.691983840354
20200923-174809,217.7,0.691983840354
20200923-174810,215.9,0.691983840354
20200923-174811,187.4,0.691983840354
20200923-174812,136.8,0.691983840354
20200923-174813,114.8,0.691983840354
20200923-174814,119.9,0.691983840354
20200923-174815,23.0,0.691983840354
20200923-174816,37.9,0.691983840354
20200923-174817,6.0,0.691983840354
20200923-174818,46.9,0.691983840354
20200923-174819,155.8,0.691983840354
20200923-174820,76.9,0.691983840354
20200923-174821,8.0,0.691983840354
20200923-174822,63.9,0.691983840354
20200923-174823,32.0,0.691983840354
20200923-174824,102.7,0.691983840354
20200923-174825,134.8,0.691983840354
20200923-174826,213.6,0.691983840354
20200923-174827,138.9,0.691983840354
20200923-174828,242.8,0.691983840354
20200923-174829,249.7,0.691983840354
20200923-174830,201.7,0.691983840354
20200923-174831,188.7,0.691983840354
20200923-174832,230.7,0.691983840354
20200923-174833,43.0,0.691983840354
20200923-174834,104.9,0.691983840354
20200923-174835,38.9,0.691983840354
20200923-174836,82.9,0.691983840354
20200923-174837,102.9,0.691983840354
20200923-174838,104.9,0.691983840354
20200923-174839,83.9,0.691983840354
20200923-174840,6.0,0.691983840354
20200923-174841,121.9,0.691983840354
20200923-174842,226.7,0.691983840354
20200923-174843,240.7,0.691983840354
20200923-174844,203.7,0.691983840354
20200923-174845,8.0,0.691983840354
20200923-174846,12.0,0.691983840354
20200923-174847,43.9,0.691983840354
20200923-174848,64.9,0.691983840354
20200923-174849,178.7,0.691983840354
20200923-174850,173.8,0.691983840354
20200923-174851,234.7,0.691983840354
20200923-174852,194.8,0.691983840354
20200923-174853,200.8,0.691983840354
20200923-174854,126.9,0.691983840354
20200923-174855,141.8,0.691983840354
20200923-174856,126.8,0.691983840354
20200923-174857,7.0,0.691983840354
20200923-174858,43.0,0.691983840354
20200923-174859,8.0,0.691983840354
20200923-174900,106.9,0.691983840354
20200923-174901,122.8,0.691983840354
20200923-174902,107.8,0.691983840354
20200923-174903,86.9,0.691983840354
20200923-174904,75.9,0.691983840354
20200923-174905,87.8,0.691983840354
20200923-174906,81.9,0.691983840354
20200923-174907,119.8,0.691983840354
20200923-174908,251.7,0.691983840354
20200923-174909,222.7,0.691983840354
20200923-174910,173.7,0.691983840354
20200923-174911,10.0,0.691983840354
20200923-174912,214.7,0.691983840354
20200923-174913,211.9,0.691983840354
20200923-174914,244.6,0.691983840354
20200923-174915,197.6,0.691983840354
20200923-174916,108.8,0.691983840354
20200923-174917,23.0,0.691983840354
20200923-174918,188.8,0.691983840354
20200923-174919,212.9,0.691983840354
20200923-174920,125.8,0.691983840354
20200923-174921,202.7,0.691983840354
20200923-174922,118.8,0.691983840354
20200923-174923,197.7,0.691983840354
20200923-174924,191.8,0.691983840354
20200923-174925,174.8,0.691983840354
20200923-174926,290.6,0.691983840354
20200923-174927,250.6,0.691983840354
20200923-174928,173.8,0.691983840354
20200923-174929,242.7,0.691983840354
20200923-174930,260.7,0.691983840354
20200923-174931,231.7,0.691983840354
20200923-174932,229.7,0.691983840354
20200923-174933,214.8,0.691983840354
20200923-174934,233.7,0.691983840354
20200923-174935,302.5,0.691983840354
20200923-174936,152.8,0.691983840354
20200923-174937,172.8,0.691983840354
20200923-174938,281.9,0.691983840354
20200923-174939,208.7,0.691983840354
20200923-174940,156.7,0.691983840354
20200923-174941,320.7,0.691983840354
20200923-174942,251.7,0.691983840354
20200923-174943,63.9,0.691983840354
20200923-174944,179.8,0.691983840354
20200923-174945,99.7,0.691983840354
20200923-174946,204.7,0.691983840354
20200923-174947,181.9,0.691983840354
20200923-174948,278.7,0.691983840354
20200923-174949,110.8,0.691983840354
20200923-174950,32.9,0.691983840354
20200923-174951,81.9,0.691983840354
20200923-174952,265.6,0.691983840354
20200923-174953,228.7,0.691983840354
20200923-174954,5.0,0.691983840354
20200923-174955,47.9,0.691983840354
20200923-174956,105.8,0.691983840354
20200923-174957,273.7,0.691983840354
20200923-174958,94.0,0.691983840354
20200923-174959,84.9,0.691983840354
20200923-175000,197.7,0.691983840354
20200923-175001,189.9,0.691983840354
20200923-175002,154.8,0.691983840354
20200923-175003,149.9,0.691983840354
20200923-175004,268.6,0.691983840354
20200923-175005,260.6,0.691983840354
20200923-175006,192.8,0.691983840354
20200923-175007,191.8,0.691983840354
20200923-175008,327.6,0.691983840354
20200923-175009,216.8,0.691983840354
20200923-175010,166.9,0.691983840354
20200923-175011,203.7,0.691983840354
20200923-175012,125.8,0.691983840354
20200923-175013,153.8,0.691983840354
20200923-175014,213.7,0.691983840354
20200923-175015,154.8,0.691983840354
20200923-175016,197.8,0.691983840354
20200923-175017,140.9,0.691983840354
20200923-175018,107.9,0.691983840354
20200923-175019,74.9,0.691983840354
20200923-175020,189.9,0.691983840354
20200923-175021,122.8,0.691983840354
20200923-175022,174.7,0.691983840354
20200923-175023,123.9,0.691983840354
20200923-175024,87.9,0.691983840354
20200923-175025,84.9,0.691983840354
20200923-175026,89.9,0.691983840354
20200923-175027,13.0,0.691983840354
20200923-175028,150.8,0.691983840354
20200923-175029,203.7,0.691983840354
20200923-175030,224.9,0.691983840354
20200923-175031,277.6,0.691983840354
20200923-175032,208.7,0.691983840354
20200923-175033,94.9,0.691983840354
20200923-175034,174.8,0.691983840354
20200923-175035,220.7,0.691983840354
20200923-175036,194.9,0.691983840354
20200923-175037,247.7,0.691983840354
20200923-175038,197.8,0.691983840354
20200923-175039,227.7,0.691983840354
20200923-175040,127.8,0.691983840354
20200923-175041,97.9,0.691983840354
20200923-175042,213.7,0.691983840354
20200923-175043,176.8,0.691983840354
20200923-175044,220.9,0.691983840354
20200923-175045,298.7,0.691983840354
20200923-175046,248.7,0.691983840354
20200923-175047,247.6,0.691983840354
20200923-175048,262.6,0.691983840354
20200923-175049,236.7,0.691983840354
20200923-175050,214.9,0.691983840354
20200923-175051,139.8,0.691983840354
20200923-175052,204.7,0.691983840354
20200923-175053,83.9,0.691983840354
20200923-175054,6.0,0.691983840354
20200923-175055,242.6,0.691983840354
20200923-175056,230.7,0.691983840354
20200923-175057,255.7,0.691983840354
20200923-175058,5.0,0.691983840354
20200923-175059,48.9,0.691983840354
20200923-175100,69.9,0.691983840354
20200923-175101,84.9,0.691983840354
20200923-175102,116.9,0.691983840354
20200923-175103,178.8,0.691983840354
20200923-175104,142.8,0.691983840354
20200923-175105,160.8,0.691983840354
20200923-175106,278.6,0.691983840354
20200923-175107,353.4,0.691983840354
20200923-175108,256.7,0.691983840354
20200923-175109,241.7,0.691983840354
20200923-175110,253.7,0.691983840354
20200923-175111,262.6,0.691983840354
20200923-175112,162.7,0.691983840354
20200923-175113,155.8,0.691983840354
20200923-175114,179.8,0.691983840354
20200923-175115,230.7,0.691983840354
20200923-175116,193.8,0.691983840354
20200923-175117,123.8,0.691983840354
20200923-175118,180.8,0.691983840354
20200923-175119,222.7,0.691983840354
20200923-175120,201.7,0.691983840354
20200923-175121,269.5,0.691983840354
20200923-175122,226.5,0.691983840354
20200923-175123,232.8,0.691983840354
20200923-175124,149.9,0.691983840354
20200923-175125,29.0,0.691983840354
