time,cpu%,mem%
20200923-180041,44.0,0.694877617941
20200923-180042,46.9,0.694877617941
20200923-180043,55.9,0.694877617941
20200923-180044,48.9,0.694877617941
20200923-180045,13.0,0.694877617941
20200923-180046,35.0,0.694877617941
20200923-180047,42.9,0.694877617941
20200923-180048,45.0,0.694877617941
20200923-180049,39.0,0.694877617941
20200923-180050,50.9,0.694877617941
20200923-180051,27.0,0.694877617941
20200923-180052,18.0,0.694877617941
20200923-180053,34.0,0.694877617941
20200923-180054,100.9,0.694877617941
20200923-180055,100.9,0.694877617941
20200923-180056,100.9,0.694877617941
20200923-180057,71.9,0.694877617941
20200923-180058,73.9,0.694877617941
20200923-180059,100.9,0.694877617941
20200923-180100,101.9,0.694877617941
20200923-180101,101.0,0.694877617941
20200923-180102,100.0,0.694877617941
20200923-180103,101.0,0.694877617941
20200923-180104,100.9,0.694877617941
20200923-180105,100.9,0.694877617941
20200923-180106,100.9,0.694877617941
20200923-180107,100.9,0.694877617941
20200923-180108,101.9,0.694877617941
20200923-180109,101.0,0.694877617941
20200923-180110,100.9,0.694877617941
20200923-180111,99.9,0.694877617941
20200923-180112,100.9,0.694877617941
20200923-180113,101.9,0.694877617941
20200923-180114,100.9,0.694877617941
20200923-180115,100.9,0.694877617941
20200923-180116,99.9,0.694877617941
20200923-180117,101.9,0.694877617941
20200923-180118,100.9,0.694877617941
20200923-180119,100.9,0.694877617941
20200923-180120,98.9,0.694877617941
20200923-180121,101.0,0.694877617941
20200923-180122,100.9,0.694877617941
20200923-180123,101.9,0.694877617941
20200923-180124,100.9,0.694877617941
20200923-180125,87.0,0.694877617941
20200923-180126,28.0,0.694877617941
20200923-180127,31.0,0.694877617941
20200923-180128,50.9,0.694877617941
20200923-180129,5.0,0.694877617941
20200923-180130,76.9,0.694877617941
20200923-180131,100.9,0.694877617941
20200923-180132,100.9,0.694877617941
20200923-180133,99.9,0.694877617941
20200923-180134,83.0,0.696930468708
