5.52376e-06,-9.77559e-05,0.15658,0.0214158,-0.00287794,0.159409
5.52376e-06,-9.77559e-05,0.15658,0.013244,0.0177779,0.155232
5.52376e-06,-9.77559e-05,0.15658,0.0142047,0.0169045,0.153121
5.52376e-06,-9.77559e-05,0.15658,0.0125132,-0.0133261,0.168887
5.52376e-06,-9.77559e-05,0.15658,0.00918855,0.0139707,0.15705
5.52376e-06,-9.77559e-05,0.15658,0.00499785,0.0100457,0.159343
5.52376e-06,-9.77559e-05,0.15658,0.00783065,0.0143284,0.153574
5.52376e-06,-9.77559e-05,0.15658,0.0104799,0.0242685,0.153514
5.52376e-06,-9.77559e-05,0.15658,0.0061783,0.0163562,0.156669
5.52376e-06,-9.77559e-05,0.15658,0.0242377,-0.00520561,0.155522
5.52376e-06,-9.77559e-05,0.15658,0.0181915,0.0142148,0.157733
5.52376e-06,-9.77559e-05,0.15658,0.00324074,0.0133115,0.159131
5.52376e-06,-9.77559e-05,0.15658,0.0183033,0.0200176,0.154052
5.52376e-06,-9.77559e-05,0.15658,0.0209467,0.0140341,0.158494
5.52376e-06,-9.77559e-05,0.15658,0.0136504,0.0102024,0.155529
5.52376e-06,-9.77559e-05,0.15658,0.0236016,0.0192749,0.156188
5.52376e-06,-9.77559e-05,0.15658,0.016878,0.0140996,0.152451
5.52376e-06,-9.77559e-05,0.15658,0.0165698,0.0127848,0.153364
5.52376e-06,-9.77559e-05,0.15658,0.0104114,0.00567877,0.159841
5.52376e-06,-9.77559e-05,0.15658,0.0162998,0.0180928,0.155735
5.52376e-06,-9.77559e-05,0.15658,0.00756254,0.0171899,0.153823
5.52376e-06,-9.77559e-05,0.15658,0.0214808,0.0117178,0.156044
5.52376e-06,-9.77559e-05,0.15658,0.0113325,0.0205344,0.15484
5.52376e-06,-9.77559e-05,0.15658,0.0126718,0.0232058,0.152315
5.52376e-06,-9.77559e-05,0.15658,0.0116247,0.0176385,0.152605
5.52376e-06,-9.77559e-05,0.15658,0.017263,0.00608278,0.155956
5.52376e-06,-9.77559e-05,0.15658,0.0235248,0.00910445,0.159426
5.52376e-06,-9.77559e-05,0.15658,0.0248908,-0.0109091,0.156178
5.52376e-06,-9.77559e-05,0.15658,0.0171486,0.0217895,0.152284
5.52376e-06,-9.77559e-05,0.15658,0.0183788,0.0177034,0.155583
5.52376e-06,-9.77559e-05,0.15658,0.0234243,-0.0137239,0.158385
