-1.4231e-05,-0.000100878,0.157104,0.0179341,-0.00293559,0.158862
-5.37384e-05,-0.000107137,0.157627,0.0141925,-0.00957415,0.16391
-3.39864e-05,-0.000103997,0.157802,0.0128062,0.0248971,0.157461
-0.00139562,-0.000544043,0.158646,0.0196837,0.016257,0.15705
-0.00145932,-0.000564127,0.158675,0.0120384,0.0163999,0.157844
-0.00500196,-0.00184073,0.159373,-0.0237702,-0.00950266,0.161697
-0.00500196,-0.00184073,0.159373,0.00036519,0.0169708,0.158271
-0.00609965,-0.00232102,0.160245,-0.00901307,0.0113876,0.157712
-0.00735474,-0.00288958,0.163387,0.0138412,-0.00153254,0.169629
-0.00860847,-0.00346112,0.164085,-0.0142922,-0.0090253,0.159548
-0.00934526,-0.00372502,0.164085,0.00113281,0.0107381,0.16459
-0.00993546,-0.00371129,0.167576,-0.00921214,-0.00997359,0.171972
-0.00993546,-0.00371129,0.167576,-0.0258338,-0.00684121,0.167177
-0.00988494,-0.00359116,0.172812,-0.0266408,0.00563373,0.169719
-0.0099098,-0.00356505,0.177175,-0.01116,0.0013679,0.180366
-0.0103867,-0.00396537,0.182586,0.010643,-0.0114173,0.187718
-0.0109139,-0.00446948,0.189043,-0.0163206,-0.0230067,0.191036
-0.0112818,-0.00483512,0.197246,0.00383275,-0.000768966,0.197055
-0.0124206,-0.0061649,0.215676,0.00489041,0.000835841,0.218053
-0.0124455,-0.0061931,0.216445,-0.0261389,-0.0124858,0.213352
-0.0130226,-0.00707487,0.239832,0.00285065,-0.0135837,0.246248
-0.0130226,-0.00707487,0.239832,0.00636125,-0.00202829,0.240426
-0.0132647,-0.00747381,0.254493,-0.0274144,-0.00813449,0.25531
-0.0136657,-0.00815675,0.288004,-0.0218065,-0.0121783,0.287527
-0.0110609,-0.00899226,0.224038,-0.0164934,-0.0253518,0.223195
-0.0112263,-0.00949635,0.24844,-0.0232444,-0.022594,0.248334
-0.0114008,-0.0100357,0.269832,-0.0211863,-0.0255926,0.269378
-0.0116054,-0.0106418,0.298071,0.010333,-0.0212396,0.303325
-0.0117191,-0.0112165,0.332492,0.000872673,-0.0160042,0.339581
-0.011733,-0.0117191,0.371488,-0.00922825,-0.0113784,0.371491
